Date,Australia,,Belgium,,Bulgaria,,Canada,,France,,Germany,,Greece,,Hong Kong,,Ireland,,Italy,,Japan,,Malaysia,,Mexico,,Netherlands,,New Zealand,,Portugal,,Singapore,,South Africa,,Spain,,Turkey,,UK,,US
2/16/1984,312.23,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,109.97,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,NA,2/16/1984,1263.57,2/16/1984,178.29
2/17/1984,315.15,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,109.76,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,NA,2/17/1984,1261.02,2/17/1984,178.2
2/20/1984,314.14,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,109.6,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,NA,2/20/1984,1255.21,2/20/1984,178.2
2/21/1984,314.49,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,108.82,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,NA,2/21/1984,1253.94,2/21/1984,176.2
2/22/1984,313.18,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,110.42,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,NA,2/22/1984,1264.71,2/22/1984,176.66
2/23/1984,310.75,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,110.5,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,NA,2/23/1984,1268.79,2/23/1984,177.24
2/24/1984,312.99,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,111.36,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,NA,2/24/1984,1305.12,2/24/1984,182.41
2/27/1984,313.75,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,111.84,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,NA,2/27/1984,1345.16,2/27/1984,183.87
2/28/1984,316.21,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,113.14,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,NA,2/28/1984,1353.38,2/28/1984,181.7
2/29/1984,310.5,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,113.33,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,NA,2/29/1984,1341.82,2/29/1984,182.71
3/1/1984,306.26,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,112.85,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,NA,3/1/1984,1336.02,3/1/1984,182.33
3/2/1984,305.17,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,113.14,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,NA,3/2/1984,1341.76,3/2/1984,183.31
3/5/1984,312.89,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,114.05,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,NA,3/5/1984,1347.72,3/5/1984,182.94
3/6/1984,315.16,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,116.08,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,NA,3/6/1984,1360.97,3/6/1984,181.43
3/7/1984,307.06,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,116.28,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,NA,3/7/1984,1356.64,3/7/1984,181.24
3/8/1984,308.43,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,116.19,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,NA,3/8/1984,1348.44,3/8/1984,181.82
3/9/1984,307.53,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,118.37,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,NA,3/9/1984,1364.43,3/9/1984,182.08
3/12/1984,311.02,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,118.92,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,NA,3/12/1984,1386.27,3/12/1984,182.14
3/13/1984,313.25,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,120.05,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,NA,3/13/1984,1378.8,3/13/1984,184.24
3/14/1984,309.83,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,119.34,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,NA,3/14/1984,1350.87,3/14/1984,185.65
3/15/1984,310.4,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,119.04,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,NA,3/15/1984,1329.17,3/15/1984,185.39
3/16/1984,317.85,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,116.68,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,NA,3/16/1984,1350.98,3/16/1984,189.98
3/19/1984,320.08,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,116.55,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,NA,3/19/1984,1303.17,3/19/1984,187.9
3/20/1984,320.51,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,116.55,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,NA,3/20/1984,1331.25,3/20/1984,186.4
3/21/1984,316.01,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,118.15,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,NA,3/21/1984,1324.67,3/21/1984,184.96
3/22/1984,309.71,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,119.89,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,NA,3/22/1984,1316.51,3/22/1984,183.22
3/23/1984,312.2,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,116.6,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,NA,3/23/1984,1324.2,3/23/1984,183.81
3/26/1984,319.2,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,116.82,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,NA,3/26/1984,1344.3,3/26/1984,180.2
3/27/1984,314.29,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,119.09,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,NA,3/27/1984,1352.84,3/27/1984,178.36
3/28/1984,313.38,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,119.25,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,NA,3/28/1984,1350.05,3/28/1984,175.61
3/29/1984,313.69,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,119.64,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,NA,3/29/1984,1356.52,3/29/1984,179.25
3/30/1984,313.38,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,120.89,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,NA,3/30/1984,1344.34,3/30/1984,179.11
4/2/1984,314.82,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,120.24,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,NA,4/2/1984,1326.34,4/2/1984,179.31
4/3/1984,316.68,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,119.93,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,NA,4/3/1984,1312.58,4/3/1984,179.3
4/4/1984,314.88,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,120.04,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,NA,4/4/1984,1314.41,4/4/1984,176.96
4/5/1984,311.92,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,123.69,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,NA,4/5/1984,1309.42,4/5/1984,174.19
4/6/1984,309.02,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,124.08,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,NA,4/6/1984,1285.76,4/6/1984,174.46
4/9/1984,306.1,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,122.74,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,NA,4/9/1984,1279.84,4/9/1984,175.19
4/10/1984,307.58,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,122.53,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,NA,4/10/1984,1291.21,4/10/1984,177.74
4/11/1984,311.53,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,122.17,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,NA,4/11/1984,1315.86,4/11/1984,175.58
4/12/1984,310.86,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,121.25,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,NA,4/12/1984,1315.24,4/12/1984,179.7
4/13/1984,315.31,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,121.09,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,NA,4/13/1984,1329.8,4/13/1984,179.18
4/16/1984,314.52,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,122.64,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,NA,4/16/1984,1305.99,4/16/1984,182.14
4/17/1984,313.77,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,121.01,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,NA,4/17/1984,1312.75,4/17/1984,183.83
4/18/1984,311.75,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,118.5,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,NA,4/18/1984,1327.15,4/18/1984,181.88
4/19/1984,317.41,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,118.91,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,NA,4/19/1984,1324.66,4/19/1984,181.59
4/20/1984,317.41,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,118.91,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,NA,4/20/1984,1324.65,4/20/1984,181.59
4/23/1984,317.41,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,118.91,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,NA,4/23/1984,1324.65,4/23/1984,181.18
4/24/1984,315.6,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,120.68,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,NA,4/24/1984,1310.16,4/24/1984,181.47
4/25/1984,316.37,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,117.91,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,NA,4/25/1984,1321.4,4/25/1984,184.1
4/26/1984,317.06,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,117.97,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,NA,4/26/1984,1313.44,4/26/1984,186.2
4/27/1984,317.07,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,118.98,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,NA,4/27/1984,1301.09,4/27/1984,186.24
4/30/1984,318.81,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,118.45,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,NA,4/30/1984,1318.25,4/30/1984,186.64
5/1/1984,320.49,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,115.9,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,NA,5/1/1984,1314.98,5/1/1984,186.71
5/2/1984,322.46,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,118.73,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,NA,5/2/1984,1328.97,5/2/1984,186.59
5/3/1984,325.92,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,117.32,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,NA,5/3/1984,1327.78,5/3/1984,186.29
5/4/1984,328.02,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,118.13,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,NA,5/4/1984,1311.08,5/4/1984,186.29
5/7/1984,328.45,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,117.08,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,NA,5/7/1984,1311.08,5/7/1984,187.34
5/8/1984,325.71,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,114.72,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,NA,5/8/1984,1285.24,5/8/1984,186.01
5/9/1984,325.84,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,115.95,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,NA,5/9/1984,1293.76,5/9/1984,185.79
5/10/1984,323.39,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,116.49,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,NA,5/10/1984,1257.08,5/10/1984,185.57
