Date,Australia,,Belgium,,Bulgaria,,Canada,,France,,Germany,,Greece,,Hong Kong,,Ireland,,Italy,,Japan,,Malaysia,,Mexico,,Netherlands,,New Zealand,,Portugal,,Singapore,,South Africa,,Spain,,Turkey,,UK,,US
2/24/1997,652.24,2/24/1997,123.65,2/24/1997,NA,2/24/1997,103.84,2/24/1997,183.44,2/24/1997,105.57,2/24/1997,NA,2/24/1997,NA,2/24/1997,NA,2/24/1997,NA,2/24/1997,NA,2/24/1997,NA,2/24/1997,NA,2/24/1997,160.55,2/24/1997,NA,2/24/1997,NA,2/24/1997,NA,2/24/1997,17.84,2/24/1997,NA,2/24/1997,NA,2/24/1997,4224.78,2/24/1997,821.49
2/25/1997,650.61,2/25/1997,124.05,2/25/1997,NA,2/25/1997,104.17,2/25/1997,182.89,2/25/1997,128.13,2/25/1997,NA,2/25/1997,NA,2/25/1997,NA,2/25/1997,NA,2/25/1997,NA,2/25/1997,NA,2/25/1997,NA,2/25/1997,160.03,2/25/1997,NA,2/25/1997,NA,2/25/1997,NA,2/25/1997,17.87,2/25/1997,NA,2/25/1997,NA,2/25/1997,4257.91,2/25/1997,825.02
2/26/1997,652.93,2/26/1997,123.16,2/26/1997,NA,2/26/1997,104.57,2/26/1997,184.47,2/26/1997,126.5,2/26/1997,NA,2/26/1997,NA,2/26/1997,NA,2/26/1997,NA,2/26/1997,NA,2/26/1997,NA,2/26/1997,NA,2/26/1997,158.43,2/26/1997,NA,2/26/1997,NA,2/26/1997,NA,2/26/1997,17.82,2/26/1997,NA,2/26/1997,NA,2/26/1997,4250.14,2/26/1997,824.28
2/27/1997,654.27,2/27/1997,123.66,2/27/1997,NA,2/27/1997,104.56,2/27/1997,182.73,2/27/1997,126.45,2/27/1997,NA,2/27/1997,NA,2/27/1997,NA,2/27/1997,NA,2/27/1997,NA,2/27/1997,NA,2/27/1997,NA,2/27/1997,158.95,2/27/1997,NA,2/27/1997,NA,2/27/1997,NA,2/27/1997,17.67,2/27/1997,NA,2/27/1997,NA,2/27/1997,4211.64,2/27/1997,823.86
2/28/1997,649.89,2/28/1997,123.74,2/28/1997,NA,2/28/1997,103.45,2/28/1997,182.81,2/28/1997,126.56,2/28/1997,NA,2/28/1997,NA,2/28/1997,NA,2/28/1997,NA,2/28/1997,NA,2/28/1997,NA,2/28/1997,NA,2/28/1997,159.29,2/28/1997,NA,2/28/1997,NA,2/28/1997,NA,2/28/1997,17.63,2/28/1997,NA,2/28/1997,NA,2/28/1997,4209.49,2/28/1997,823
3/3/1997,657.62,3/3/1997,123.59,3/3/1997,NA,3/3/1997,102.09,3/3/1997,182.11,3/3/1997,126.17,3/3/1997,NA,3/3/1997,NA,3/3/1997,NA,3/3/1997,NA,3/3/1997,NA,3/3/1997,NA,3/3/1997,NA,3/3/1997,157.95,3/3/1997,NA,3/3/1997,NA,3/3/1997,NA,3/3/1997,17.49,3/3/1997,NA,3/3/1997,NA,3/3/1997,4184.16,3/3/1997,830.46
3/4/1997,658.17,3/4/1997,121.88,3/4/1997,NA,3/4/1997,101.18,3/4/1997,180.65,3/4/1997,124.99,3/4/1997,NA,3/4/1997,NA,3/4/1997,NA,3/4/1997,NA,3/4/1997,NA,3/4/1997,NA,3/4/1997,NA,3/4/1997,156.55,3/4/1997,NA,3/4/1997,NA,3/4/1997,NA,3/4/1997,16,3/4/1997,NA,3/4/1997,NA,3/4/1997,4219.71,3/4/1997,835
3/5/1997,653.64,3/5/1997,122.32,3/5/1997,NA,3/5/1997,102.05,3/5/1997,180.41,3/5/1997,129.85,3/5/1997,NA,3/5/1997,NA,3/5/1997,NA,3/5/1997,NA,3/5/1997,NA,3/5/1997,NA,3/5/1997,NA,3/5/1997,156.19,3/5/1997,NA,3/5/1997,NA,3/5/1997,NA,3/5/1997,16.15,3/5/1997,NA,3/5/1997,NA,3/5/1997,4205.99,3/5/1997,839.12
3/6/1997,657.19,3/6/1997,121.24,3/6/1997,NA,3/6/1997,102.06,3/6/1997,171.05,3/6/1997,129.3,3/6/1997,NA,3/6/1997,NA,3/6/1997,NA,3/6/1997,NA,3/6/1997,NA,3/6/1997,NA,3/6/1997,NA,3/6/1997,156.1,3/6/1997,NA,3/6/1997,NA,3/6/1997,NA,3/6/1997,16.13,3/6/1997,NA,3/6/1997,NA,3/6/1997,4233.82,3/6/1997,844.88
3/7/1997,654.8,3/7/1997,122.25,3/7/1997,NA,3/7/1997,101.81,3/7/1997,171.47,3/7/1997,129.27,3/7/1997,NA,3/7/1997,NA,3/7/1997,NA,3/7/1997,NA,3/7/1997,NA,3/7/1997,NA,3/7/1997,NA,3/7/1997,156.09,3/7/1997,NA,3/7/1997,NA,3/7/1997,NA,3/7/1997,16.12,3/7/1997,NA,3/7/1997,NA,3/7/1997,4198.24,3/7/1997,851.61
3/10/1997,657.37,3/10/1997,122.81,3/10/1997,NA,3/10/1997,101.58,3/10/1997,181.31,3/10/1997,130.46,3/10/1997,NA,3/10/1997,NA,3/10/1997,NA,3/10/1997,NA,3/10/1997,NA,3/10/1997,NA,3/10/1997,NA,3/10/1997,158.24,3/10/1997,NA,3/10/1997,NA,3/10/1997,NA,3/10/1997,16.22,3/10/1997,NA,3/10/1997,NA,3/10/1997,4197.92,3/10/1997,853.34
3/11/1997,661.79,3/11/1997,123.03,3/11/1997,NA,3/11/1997,102.18,3/11/1997,177.45,3/11/1997,130.28,3/11/1997,NA,3/11/1997,NA,3/11/1997,NA,3/11/1997,NA,3/11/1997,NA,3/11/1997,NA,3/11/1997,NA,3/11/1997,158.04,3/11/1997,NA,3/11/1997,NA,3/11/1997,NA,3/11/1997,16.23,3/11/1997,NA,3/11/1997,NA,3/11/1997,4212.32,3/11/1997,854.63
3/12/1997,661.66,3/12/1997,123.59,3/12/1997,NA,3/12/1997,101.27,3/12/1997,177.72,3/12/1997,130.6,3/12/1997,NA,3/12/1997,NA,3/12/1997,NA,3/12/1997,NA,3/12/1997,NA,3/12/1997,NA,3/12/1997,NA,3/12/1997,158.7,3/12/1997,NA,3/12/1997,NA,3/12/1997,NA,3/12/1997,16.31,3/12/1997,NA,3/12/1997,NA,3/12/1997,4147.11,3/12/1997,848.6
3/13/1997,661.88,3/13/1997,123.82,3/13/1997,NA,3/13/1997,100.08,3/13/1997,177.95,3/13/1997,130.61,3/13/1997,NA,3/13/1997,NA,3/13/1997,NA,3/13/1997,NA,3/13/1997,NA,3/13/1997,NA,3/13/1997,NA,3/13/1997,158.66,3/13/1997,NA,3/13/1997,NA,3/13/1997,NA,3/13/1997,17.06,3/13/1997,NA,3/13/1997,NA,3/13/1997,4151.33,3/13/1997,844.77
3/14/1997,661.44,3/14/1997,123.75,3/14/1997,NA,3/14/1997,100.02,3/14/1997,182,3/14/1997,162.2,3/14/1997,NA,3/14/1997,NA,3/14/1997,NA,3/14/1997,NA,3/14/1997,NA,3/14/1997,NA,3/14/1997,NA,3/14/1997,157.91,3/14/1997,NA,3/14/1997,NA,3/14/1997,NA,3/14/1997,16.89,3/14/1997,NA,3/14/1997,NA,3/14/1997,4146.93,3/14/1997,847.82
3/17/1997,658.73,3/17/1997,123.51,3/17/1997,NA,3/17/1997,99.03,3/17/1997,183.03,3/17/1997,163.08,3/17/1997,NA,3/17/1997,NA,3/17/1997,NA,3/17/1997,NA,3/17/1997,NA,3/17/1997,NA,3/17/1997,NA,3/17/1997,158.49,3/17/1997,NA,3/17/1997,NA,3/17/1997,NA,3/17/1997,17.3,3/17/1997,NA,3/17/1997,NA,3/17/1997,4095.45,3/17/1997,845.21
3/18/1997,649.61,3/18/1997,123.22,3/18/1997,NA,3/18/1997,99.1,3/18/1997,184.23,3/18/1997,164.23,3/18/1997,NA,3/18/1997,NA,3/18/1997,NA,3/18/1997,NA,3/18/1997,NA,3/18/1997,NA,3/18/1997,NA,3/18/1997,156.02,3/18/1997,NA,3/18/1997,NA,3/18/1997,NA,3/18/1997,17.91,3/18/1997,NA,3/18/1997,NA,3/18/1997,4075.94,3/18/1997,842.5
3/19/1997,643.5,3/19/1997,122.85,3/19/1997,NA,3/19/1997,97.77,3/19/1997,183.99,3/19/1997,158.19,3/19/1997,NA,3/19/1997,NA,3/19/1997,NA,3/19/1997,NA,3/19/1997,NA,3/19/1997,NA,3/19/1997,NA,3/19/1997,156.18,3/19/1997,NA,3/19/1997,NA,3/19/1997,NA,3/19/1997,17.85,3/19/1997,NA,3/19/1997,NA,3/19/1997,4074.4,3/19/1997,844.15
3/20/1997,644.37,3/20/1997,122.33,3/20/1997,NA,3/20/1997,97.41,3/20/1997,183.38,3/20/1997,157.71,3/20/1997,NA,3/20/1997,NA,3/20/1997,NA,3/20/1997,NA,3/20/1997,NA,3/20/1997,NA,3/20/1997,NA,3/20/1997,153.42,3/20/1997,NA,3/20/1997,NA,3/20/1997,NA,3/20/1997,17.83,3/20/1997,NA,3/20/1997,NA,3/20/1997,3960.79,3/20/1997,844.42
3/21/1997,642.76,3/21/1997,122.51,3/21/1997,NA,3/21/1997,97.59,3/21/1997,189.04,3/21/1997,158.02,3/21/1997,NA,3/21/1997,NA,3/21/1997,NA,3/21/1997,NA,3/21/1997,NA,3/21/1997,NA,3/21/1997,NA,3/21/1997,152.66,3/21/1997,NA,3/21/1997,NA,3/21/1997,NA,3/21/1997,17.85,3/21/1997,NA,3/21/1997,NA,3/21/1997,4020.16,3/21/1997,841.17
3/24/1997,645.22,3/24/1997,122.12,3/24/1997,NA,3/24/1997,98.04,3/24/1997,186.25,3/24/1997,157.56,3/24/1997,NA,3/24/1997,NA,3/24/1997,NA,3/24/1997,NA,3/24/1997,NA,3/24/1997,NA,3/24/1997,NA,3/24/1997,152.88,3/24/1997,NA,3/24/1997,NA,3/24/1997,NA,3/24/1997,16.95,3/24/1997,NA,3/24/1997,NA,3/24/1997,4032.73,3/24/1997,844.19
3/25/1997,645.86,3/25/1997,123.03,3/25/1997,NA,3/25/1997,98.73,3/25/1997,181.69,3/25/1997,157.34,3/25/1997,NA,3/25/1997,NA,3/25/1997,NA,3/25/1997,NA,3/25/1997,NA,3/25/1997,NA,3/25/1997,NA,3/25/1997,153.26,3/25/1997,NA,3/25/1997,NA,3/25/1997,NA,3/25/1997,17,3/25/1997,NA,3/25/1997,NA,3/25/1997,4068.83,3/25/1997,845.04
3/26/1997,648.29,3/26/1997,121.68,3/26/1997,NA,3/26/1997,99.25,3/26/1997,181.51,3/26/1997,160.98,3/26/1997,NA,3/26/1997,NA,3/26/1997,NA,3/26/1997,NA,3/26/1997,NA,3/26/1997,NA,3/26/1997,NA,3/26/1997,153.66,3/26/1997,NA,3/26/1997,NA,3/26/1997,NA,3/26/1997,18.22,3/26/1997,NA,3/26/1997,NA,3/26/1997,4095.82,3/26/1997,848.79
3/27/1997,648.55,3/27/1997,122.94,3/27/1997,NA,3/27/1997,96.47,3/27/1997,187.67,3/27/1997,162.39,3/27/1997,NA,3/27/1997,NA,3/27/1997,NA,3/27/1997,NA,3/27/1997,NA,3/27/1997,NA,3/27/1997,NA,3/27/1997,154.99,3/27/1997,NA,3/27/1997,NA,3/27/1997,NA,3/27/1997,18.24,3/27/1997,NA,3/27/1997,NA,3/27/1997,4110.7,3/27/1997,841.61
3/28/1997,650.46,3/28/1997,122.99,3/28/1997,NA,3/28/1997,96.21,3/28/1997,187.9,3/28/1997,162.51,3/28/1997,NA,3/28/1997,NA,3/28/1997,NA,3/28/1997,NA,3/28/1997,NA,3/28/1997,NA,3/28/1997,NA,3/28/1997,155.13,3/28/1997,NA,3/28/1997,NA,3/28/1997,NA,3/28/1997,18.24,3/28/1997,NA,3/28/1997,NA,3/28/1997,4121.41,3/28/1997,841.61
3/31/1997,650.05,3/31/1997,123.38,3/31/1997,NA,3/31/1997,94.34,3/31/1997,188.47,3/31/1997,163.28,3/31/1997,NA,3/31/1997,NA,3/31/1997,NA,3/31/1997,NA,3/31/1997,NA,3/31/1997,NA,3/31/1997,NA,3/31/1997,155.87,3/31/1997,NA,3/31/1997,NA,3/31/1997,NA,3/31/1997,18.23,3/31/1997,NA,3/31/1997,NA,3/31/1997,4140.95,3/31/1997,823.69
4/1/1997,635.69,4/1/1997,125.56,4/1/1997,NA,4/1/1997,92.61,4/1/1997,184.97,4/1/1997,163.15,4/1/1997,NA,4/1/1997,NA,4/1/1997,NA,4/1/1997,NA,4/1/1997,NA,4/1/1997,NA,4/1/1997,NA,4/1/1997,154.22,4/1/1997,NA,4/1/1997,NA,4/1/1997,NA,4/1/1997,18.24,4/1/1997,NA,4/1/1997,NA,4/1/1997,4132.5,4/1/1997,817.9
4/2/1997,634.7,4/2/1997,125.64,4/2/1997,NA,4/2/1997,90.65,4/2/1997,184.49,4/2/1997,163.09,4/2/1997,NA,4/2/1997,NA,4/2/1997,NA,4/2/1997,NA,4/2/1997,NA,4/2/1997,NA,4/2/1997,NA,4/2/1997,154.5,4/2/1997,NA,4/2/1997,NA,4/2/1997,NA,4/2/1997,18.22,4/2/1997,NA,4/2/1997,NA,4/2/1997,4115.98,4/2/1997,810.53
4/3/1997,630.64,4/3/1997,125.3,4/3/1997,NA,4/3/1997,91.38,4/3/1997,199.05,4/3/1997,163.29,4/3/1997,NA,4/3/1997,NA,4/3/1997,NA,4/3/1997,NA,4/3/1997,NA,4/3/1997,NA,4/3/1997,NA,4/3/1997,154.83,4/3/1997,NA,4/3/1997,NA,4/3/1997,NA,4/3/1997,18.25,4/3/1997,NA,4/3/1997,NA,4/3/1997,4110.55,4/3/1997,802.63
4/4/1997,629.95,4/4/1997,124.5,4/4/1997,NA,4/4/1997,90.41,4/4/1997,198.29,4/4/1997,162.56,4/4/1997,NA,4/4/1997,NA,4/4/1997,NA,4/4/1997,NA,4/4/1997,NA,4/4/1997,NA,4/4/1997,NA,4/4/1997,154.68,4/4/1997,NA,4/4/1997,NA,4/4/1997,NA,4/4/1997,17.55,4/4/1997,NA,4/4/1997,NA,4/4/1997,4118.44,4/4/1997,806.05
4/7/1997,627.71,4/7/1997,121.8,4/7/1997,NA,4/7/1997,91.49,4/7/1997,194.31,4/7/1997,159.21,4/7/1997,NA,4/7/1997,NA,4/7/1997,NA,4/7/1997,NA,4/7/1997,NA,4/7/1997,NA,4/7/1997,NA,4/7/1997,151.92,4/7/1997,NA,4/7/1997,NA,4/7/1997,NA,4/7/1997,17.49,4/7/1997,NA,4/7/1997,NA,4/7/1997,4134.91,4/7/1997,816.35
4/8/1997,633.92,4/8/1997,120.98,4/8/1997,NA,4/8/1997,92.65,4/8/1997,193.61,4/8/1997,159.22,4/8/1997,NA,4/8/1997,NA,4/8/1997,NA,4/8/1997,NA,4/8/1997,NA,4/8/1997,NA,4/8/1997,NA,4/8/1997,151.94,4/8/1997,NA,4/8/1997,NA,4/8/1997,NA,4/8/1997,17.5,4/8/1997,NA,4/8/1997,NA,4/8/1997,4122.13,4/8/1997,819.74
4/9/1997,639.65,4/9/1997,121.43,4/9/1997,NA,4/9/1997,91.6,4/9/1997,183.32,4/9/1997,158.41,4/9/1997,NA,4/9/1997,NA,4/9/1997,NA,4/9/1997,NA,4/9/1997,NA,4/9/1997,NA,4/9/1997,NA,4/9/1997,151.44,4/9/1997,NA,4/9/1997,NA,4/9/1997,NA,4/9/1997,17.45,4/9/1997,NA,4/9/1997,NA,4/9/1997,4147.26,4/9/1997,817.73
4/10/1997,640.72,4/10/1997,122.3,4/10/1997,NA,4/10/1997,91.88,4/10/1997,180.23,4/10/1997,158.67,4/10/1997,NA,4/10/1997,NA,4/10/1997,NA,4/10/1997,NA,4/10/1997,NA,4/10/1997,NA,4/10/1997,NA,4/10/1997,150.78,4/10/1997,NA,4/10/1997,NA,4/10/1997,NA,4/10/1997,17.38,4/10/1997,NA,4/10/1997,NA,4/10/1997,4157.21,4/10/1997,814.58
4/11/1997,643,4/11/1997,121.54,4/11/1997,NA,4/11/1997,88.71,4/11/1997,179.24,4/11/1997,158.01,4/11/1997,NA,4/11/1997,NA,4/11/1997,NA,4/11/1997,NA,4/11/1997,NA,4/11/1997,NA,4/11/1997,NA,4/11/1997,149.54,4/11/1997,NA,4/11/1997,NA,4/11/1997,NA,4/11/1997,17.41,4/11/1997,NA,4/11/1997,NA,4/11/1997,4137.22,4/11/1997,803.9
4/14/1997,635.15,4/14/1997,119.95,4/14/1997,NA,4/14/1997,88.11,4/14/1997,179.7,4/14/1997,158.07,4/14/1997,NA,4/14/1997,NA,4/14/1997,NA,4/14/1997,NA,4/14/1997,NA,4/14/1997,NA,4/14/1997,NA,4/14/1997,149.89,4/14/1997,NA,4/14/1997,NA,4/14/1997,NA,4/14/1997,17.2,4/14/1997,NA,4/14/1997,NA,4/14/1997,4117.61,4/14/1997,800.09
4/15/1997,632.07,4/15/1997,119.92,4/15/1997,NA,4/15/1997,91.88,4/15/1997,178.95,4/15/1997,157.11,4/15/1997,NA,4/15/1997,NA,4/15/1997,NA,4/15/1997,NA,4/15/1997,NA,4/15/1997,NA,4/15/1997,NA,4/15/1997,148.84,4/15/1997,NA,4/15/1997,NA,4/15/1997,NA,4/15/1997,17.18,4/15/1997,NA,4/15/1997,NA,4/15/1997,4146.71,4/15/1997,807.97
4/16/1997,635.19,4/16/1997,119.6,4/16/1997,NA,4/16/1997,90.64,4/16/1997,179.53,4/16/1997,157.59,4/16/1997,NA,4/16/1997,NA,4/16/1997,NA,4/16/1997,NA,4/16/1997,NA,4/16/1997,NA,4/16/1997,NA,4/16/1997,149.82,4/16/1997,NA,4/16/1997,NA,4/16/1997,NA,4/16/1997,17.36,4/16/1997,NA,4/16/1997,NA,4/16/1997,4121.24,4/16/1997,807.36
4/17/1997,634.67,4/17/1997,120.04,4/17/1997,NA,4/17/1997,91.98,4/17/1997,179.67,4/17/1997,157.86,4/17/1997,NA,4/17/1997,NA,4/17/1997,NA,4/17/1997,NA,4/17/1997,NA,4/17/1997,NA,4/17/1997,NA,4/17/1997,150.81,4/17/1997,NA,4/17/1997,NA,4/17/1997,NA,4/17/1997,17.37,4/17/1997,NA,4/17/1997,NA,4/17/1997,4139.58,4/17/1997,805.51
4/18/1997,639.57,4/18/1997,120.68,4/18/1997,NA,4/18/1997,93.71,4/18/1997,186.87,4/18/1997,158.73,4/18/1997,NA,4/18/1997,NA,4/18/1997,NA,4/18/1997,NA,4/18/1997,NA,4/18/1997,NA,4/18/1997,NA,4/18/1997,151.4,4/18/1997,NA,4/18/1997,NA,4/18/1997,NA,4/18/1997,16.87,4/18/1997,NA,4/18/1997,NA,4/18/1997,4138.26,4/18/1997,808.89
4/21/1997,638.09,4/21/1997,121.45,4/21/1997,NA,4/21/1997,93.29,4/21/1997,184.53,4/21/1997,160.03,4/21/1997,NA,4/21/1997,NA,4/21/1997,NA,4/21/1997,NA,4/21/1997,NA,4/21/1997,NA,4/21/1997,NA,4/21/1997,153.71,4/21/1997,NA,4/21/1997,NA,4/21/1997,NA,4/21/1997,16.88,4/21/1997,NA,4/21/1997,NA,4/21/1997,4145.16,4/21/1997,805.97
4/22/1997,643.6,4/22/1997,123.05,4/22/1997,NA,4/22/1997,93.6,4/22/1997,183.72,4/22/1997,159.19,4/22/1997,NA,4/22/1997,NA,4/22/1997,NA,4/22/1997,NA,4/22/1997,NA,4/22/1997,NA,4/22/1997,NA,4/22/1997,152.63,4/22/1997,NA,4/22/1997,NA,4/22/1997,NA,4/22/1997,16.88,4/22/1997,NA,4/22/1997,NA,4/22/1997,4152.24,4/22/1997,803.96
4/23/1997,648.11,4/23/1997,121.97,4/23/1997,NA,4/23/1997,92.47,4/23/1997,183.59,4/23/1997,159.08,4/23/1997,NA,4/23/1997,NA,4/23/1997,NA,4/23/1997,NA,4/23/1997,NA,4/23/1997,NA,4/23/1997,NA,4/23/1997,152.73,4/23/1997,NA,4/23/1997,NA,4/23/1997,NA,4/23/1997,16.88,4/23/1997,NA,4/23/1997,NA,4/23/1997,4146.59,4/23/1997,798.48
4/24/1997,652.75,4/24/1997,122.43,4/24/1997,NA,4/24/1997,93.36,4/24/1997,183.1,4/24/1997,158.65,4/24/1997,NA,4/24/1997,NA,4/24/1997,NA,4/24/1997,NA,4/24/1997,NA,4/24/1997,NA,4/24/1997,NA,4/24/1997,147.7,4/24/1997,NA,4/24/1997,NA,4/24/1997,NA,4/24/1997,16.89,4/24/1997,NA,4/24/1997,NA,4/24/1997,4160.98,4/24/1997,795.69
4/25/1997,653.43,4/25/1997,121.17,4/25/1997,NA,4/25/1997,93.3,4/25/1997,182.27,4/25/1997,158.06,4/25/1997,NA,4/25/1997,NA,4/25/1997,NA,4/25/1997,NA,4/25/1997,NA,4/25/1997,NA,4/25/1997,NA,4/25/1997,146.75,4/25/1997,NA,4/25/1997,NA,4/25/1997,NA,4/25/1997,17.93,4/25/1997,NA,4/25/1997,NA,4/25/1997,4161.52,4/25/1997,792.26
4/28/1997,652.04,4/28/1997,121.32,4/28/1997,NA,4/28/1997,92.93,4/28/1997,178.8,4/28/1997,157.72,4/28/1997,NA,4/28/1997,NA,4/28/1997,NA,4/28/1997,NA,4/28/1997,NA,4/28/1997,NA,4/28/1997,NA,4/28/1997,146.51,4/28/1997,NA,4/28/1997,NA,4/28/1997,NA,4/28/1997,17.97,4/28/1997,NA,4/28/1997,NA,4/28/1997,4191.95,4/28/1997,792.87
4/29/1997,659.11,4/29/1997,120.97,4/29/1997,NA,4/29/1997,94.51,4/29/1997,179.08,4/29/1997,157.94,4/29/1997,NA,4/29/1997,NA,4/29/1997,NA,4/29/1997,NA,4/29/1997,NA,4/29/1997,NA,4/29/1997,NA,4/29/1997,147.02,4/29/1997,NA,4/29/1997,NA,4/29/1997,NA,4/29/1997,16.9,4/29/1997,NA,4/29/1997,NA,4/29/1997,4285.92,4/29/1997,805.57
4/30/1997,663.45,4/30/1997,121.48,4/30/1997,NA,4/30/1997,96.57,4/30/1997,178.45,4/30/1997,157.31,4/30/1997,NA,4/30/1997,NA,4/30/1997,NA,4/30/1997,NA,4/30/1997,NA,4/30/1997,NA,4/30/1997,NA,4/30/1997,146.43,4/30/1997,NA,4/30/1997,NA,4/30/1997,NA,4/30/1997,16.88,4/30/1997,NA,4/30/1997,NA,4/30/1997,4330.39,4/30/1997,808.89
5/1/1997,663.73,5/1/1997,122.34,5/1/1997,NA,5/1/1997,98.15,5/1/1997,179.41,5/1/1997,158.51,5/1/1997,NA,5/1/1997,NA,5/1/1997,NA,5/1/1997,NA,5/1/1997,NA,5/1/1997,NA,5/1/1997,NA,5/1/1997,146.94,5/1/1997,NA,5/1/1997,NA,5/1/1997,NA,5/1/1997,16.88,5/1/1997,NA,5/1/1997,NA,5/1/1997,4348.53,5/1/1997,808.46
5/2/1997,666.26,5/2/1997,121.78,5/2/1997,NA,5/2/1997,99.19,5/2/1997,178.72,5/2/1997,157.6,5/2/1997,NA,5/2/1997,NA,5/2/1997,NA,5/2/1997,NA,5/2/1997,NA,5/2/1997,NA,5/2/1997,NA,5/2/1997,146.99,5/2/1997,NA,5/2/1997,NA,5/2/1997,NA,5/2/1997,17.75,5/2/1997,NA,5/2/1997,NA,5/2/1997,4323.68,5/2/1997,819.83
5/5/1997,663.15,5/5/1997,121.82,5/5/1997,NA,5/5/1997,98.97,5/5/1997,177.87,5/5/1997,157.29,5/5/1997,NA,5/5/1997,NA,5/5/1997,NA,5/5/1997,NA,5/5/1997,NA,5/5/1997,NA,5/5/1997,NA,5/5/1997,146.84,5/5/1997,NA,5/5/1997,NA,5/5/1997,NA,5/5/1997,17.73,5/5/1997,NA,5/5/1997,NA,5/5/1997,4331.16,5/5/1997,830.7
5/6/1997,667.08,5/6/1997,125.45,5/6/1997,NA,5/6/1997,98.42,5/6/1997,175.1,5/6/1997,158.1,5/6/1997,NA,5/6/1997,NA,5/6/1997,NA,5/6/1997,NA,5/6/1997,NA,5/6/1997,NA,5/6/1997,NA,5/6/1997,147.17,5/6/1997,NA,5/6/1997,NA,5/6/1997,NA,5/6/1997,17.74,5/6/1997,NA,5/6/1997,NA,5/6/1997,4423.57,5/6/1997,824.46
5/7/1997,662.67,5/7/1997,123.26,5/7/1997,NA,5/7/1997,98.23,5/7/1997,175.56,5/7/1997,158.43,5/7/1997,NA,5/7/1997,NA,5/7/1997,NA,5/7/1997,NA,5/7/1997,NA,5/7/1997,NA,5/7/1997,NA,5/7/1997,147.26,5/7/1997,NA,5/7/1997,NA,5/7/1997,NA,5/7/1997,17.74,5/7/1997,NA,5/7/1997,NA,5/7/1997,4493.25,5/7/1997,814.15
5/8/1997,665.94,5/8/1997,124.12,5/8/1997,NA,5/8/1997,97.33,5/8/1997,176.74,5/8/1997,159.54,5/8/1997,NA,5/8/1997,NA,5/8/1997,NA,5/8/1997,NA,5/8/1997,NA,5/8/1997,NA,5/8/1997,NA,5/8/1997,148.23,5/8/1997,NA,5/8/1997,NA,5/8/1997,NA,5/8/1997,17.68,5/8/1997,NA,5/8/1997,NA,5/8/1997,4478.37,5/8/1997,811.76
5/9/1997,668.12,5/9/1997,125.12,5/9/1997,NA,5/9/1997,96.39,5/9/1997,182.31,5/9/1997,151.4,5/9/1997,NA,5/9/1997,NA,5/9/1997,NA,5/9/1997,NA,5/9/1997,NA,5/9/1997,NA,5/9/1997,NA,5/9/1997,150.09,5/9/1997,NA,5/9/1997,NA,5/9/1997,NA,5/9/1997,17.72,5/9/1997,NA,5/9/1997,NA,5/9/1997,4510.68,5/9/1997,813.01
5/12/1997,666.16,5/12/1997,124.59,5/12/1997,NA,5/12/1997,96.09,5/12/1997,181.7,5/12/1997,150.78,5/12/1997,NA,5/12/1997,NA,5/12/1997,NA,5/12/1997,NA,5/12/1997,NA,5/12/1997,NA,5/12/1997,NA,5/12/1997,149.62,5/12/1997,NA,5/12/1997,NA,5/12/1997,NA,5/12/1997,17.71,5/12/1997,NA,5/12/1997,NA,5/12/1997,4555.77,5/12/1997,816.06
5/13/1997,665.93,5/13/1997,124.28,5/13/1997,NA,5/13/1997,97.04,5/13/1997,182.2,5/13/1997,151.06,5/13/1997,NA,5/13/1997,NA,5/13/1997,NA,5/13/1997,NA,5/13/1997,NA,5/13/1997,NA,5/13/1997,NA,5/13/1997,149.35,5/13/1997,NA,5/13/1997,NA,5/13/1997,NA,5/13/1997,17.69,5/13/1997,NA,5/13/1997,NA,5/13/1997,4573.3,5/13/1997,812.89
5/14/1997,660.89,5/14/1997,123.64,5/14/1997,NA,5/14/1997,98.95,5/14/1997,175.05,5/14/1997,150.76,5/14/1997,NA,5/14/1997,NA,5/14/1997,NA,5/14/1997,NA,5/14/1997,NA,5/14/1997,NA,5/14/1997,NA,5/14/1997,148.96,5/14/1997,NA,5/14/1997,NA,5/14/1997,NA,5/14/1997,16.75,5/14/1997,NA,5/14/1997,NA,5/14/1997,4553.03,5/14/1997,815.08
5/15/1997,656.78,5/15/1997,122.83,5/15/1997,NA,5/15/1997,99.31,5/15/1997,171.61,5/15/1997,156,5/15/1997,NA,5/15/1997,NA,5/15/1997,NA,5/15/1997,NA,5/15/1997,NA,5/15/1997,NA,5/15/1997,NA,5/15/1997,148.87,5/15/1997,NA,5/15/1997,NA,5/15/1997,NA,5/15/1997,16.76,5/15/1997,NA,5/15/1997,NA,5/15/1997,4579.03,5/15/1997,819.7
5/16/1997,659.89,5/16/1997,123.11,5/16/1997,NA,5/16/1997,101.1,5/16/1997,175.75,5/16/1997,156.39,5/16/1997,NA,5/16/1997,NA,5/16/1997,NA,5/16/1997,NA,5/16/1997,NA,5/16/1997,NA,5/16/1997,NA,5/16/1997,149.88,5/16/1997,NA,5/16/1997,NA,5/16/1997,NA,5/16/1997,16.78,5/16/1997,NA,5/16/1997,NA,5/16/1997,4599.17,5/16/1997,818.51
